               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  35,            0.050036,             0.15916,             0.01264,             0.62512,             0.44683,             0.33511,             0.19719,            0.045294,             0.14875,            0.015565,            0.003268,            0.003268,            0.003268
                  36,            0.048279,             0.15576,            0.012461,             0.60197,             0.43648,             0.29498,             0.17042,            0.045225,             0.15376,             0.01578,             0.00307,             0.00307,             0.00307
                  37,            0.049114,             0.15712,            0.012372,             0.61052,             0.43517,             0.31295,              0.1874,             0.04493,             0.15391,            0.015743,            0.002872,            0.002872,            0.002872
                  38,            0.049147,             0.16099,            0.012601,             0.62668,             0.46566,             0.35035,             0.21325,            0.044412,              0.1487,            0.015263,            0.002674,            0.002674,            0.002674
                  39,            0.047682,             0.15545,            0.011838,             0.65947,             0.44472,             0.34111,             0.20315,            0.044666,             0.14909,            0.015264,            0.002476,            0.002476,            0.002476
                  40,            0.048291,             0.16155,            0.012494,             0.61497,             0.41509,              0.3145,             0.18294,             0.04498,             0.15311,            0.015508,            0.002278,            0.002278,            0.002278
                  41,            0.047819,             0.15196,            0.012502,             0.60852,             0.43378,              0.3408,             0.20608,             0.04392,             0.14982,            0.015021,             0.00208,             0.00208,             0.00208
                  42,             0.04615,             0.15826,            0.012081,             0.68375,             0.40589,             0.34866,             0.21405,            0.043989,             0.15019,            0.015011,            0.001882,            0.001882,            0.001882
                  43,            0.045729,               0.151,            0.011858,             0.63115,             0.46558,             0.35961,             0.22013,            0.043783,             0.14931,            0.014898,            0.001684,            0.001684,            0.001684
                  44,            0.047026,             0.16139,            0.012367,             0.61261,             0.43986,             0.33109,             0.19453,            0.044033,             0.15181,            0.015115,            0.001486,            0.001486,            0.001486
                  45,            0.045128,             0.14853,            0.011565,             0.58385,             0.35879,             0.28973,             0.16788,            0.044856,             0.15749,            0.015817,            0.001288,            0.001288,            0.001288
                  46,            0.047802,             0.15886,            0.011972,             0.60944,             0.41029,             0.31834,             0.19107,            0.044271,             0.15426,            0.015428,             0.00109,             0.00109,             0.00109
                  47,            0.046055,             0.15123,            0.011722,             0.67842,             0.40617,             0.34367,             0.21209,            0.043675,             0.15054,            0.015014,            0.000892,            0.000892,            0.000892
                  48,            0.044901,             0.15249,            0.012004,             0.65282,             0.44227,              0.3567,             0.21834,            0.043439,             0.14987,            0.014913,            0.000694,            0.000694,            0.000694
                  49,            0.045905,             0.15237,               0.012,             0.65222,              0.4538,             0.35524,             0.21399,            0.043413,             0.14973,            0.014884,            0.000496,            0.000496,            0.000496
