               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.036632,            0.036679,             0.01143,              0.6133,             0.66408,             0.61329,             0.33215,            0.039272,            0.041536,            0.018249,           0.0036568,           0.0036568,           0.0036568
                  37,            0.034197,             0.03442,            0.011053,             0.54224,             0.64766,             0.57978,             0.29355,            0.040315,            0.042505,            0.020021,            0.003421,            0.003421,            0.003421
                  38,            0.036158,            0.038728,            0.011629,             0.60642,             0.69177,             0.62307,             0.33348,            0.039123,            0.040913,            0.018557,           0.0031852,           0.0031852,           0.0031852
                  39,            0.034817,            0.036082,             0.01134,             0.61932,             0.67929,             0.62084,             0.33491,            0.038904,            0.040213,            0.018645,           0.0029494,           0.0029494,           0.0029494
                  40,            0.034751,            0.034381,            0.011423,             0.59251,             0.69652,             0.61199,             0.34092,            0.039026,             0.04125,            0.019714,           0.0027136,           0.0027136,           0.0027136
                  41,            0.034427,            0.037144,            0.011874,             0.61333,             0.67524,             0.61585,             0.35121,            0.038564,            0.041794,             0.01925,           0.0024778,           0.0024778,           0.0024778
                  42,            0.033213,            0.035049,            0.010871,             0.56127,             0.70153,             0.58996,             0.33072,            0.038573,             0.04421,            0.018748,            0.002242,            0.002242,            0.002242
                  43,            0.032978,            0.033666,            0.010685,             0.60046,             0.65925,             0.61232,             0.33766,            0.038019,            0.042891,            0.018589,           0.0020061,           0.0020061,           0.0020061
                  44,            0.033706,            0.037984,            0.011172,             0.61907,             0.70014,             0.62032,             0.34088,            0.037593,            0.041997,            0.017104,           0.0017703,           0.0017703,           0.0017703
                  45,            0.033932,            0.035477,            0.010959,             0.62776,             0.69691,             0.63446,             0.36645,            0.037302,            0.041364,            0.016595,           0.0015345,           0.0015345,           0.0015345
                  46,            0.033029,            0.036148,            0.010576,             0.63135,             0.68788,             0.62933,             0.36378,            0.037272,            0.041645,            0.016986,           0.0012987,           0.0012987,           0.0012987
                  47,            0.033105,            0.035096,            0.011091,             0.64095,             0.68918,             0.62758,             0.36325,            0.037087,             0.04131,            0.017095,           0.0010629,           0.0010629,           0.0010629
                  48,            0.033534,            0.036279,            0.011186,             0.62983,             0.67549,             0.63128,             0.35853,            0.037149,            0.041385,             0.01733,          0.00082711,          0.00082711,          0.00082711
                  49,            0.032248,            0.034005,            0.010256,             0.62222,             0.67201,             0.63382,             0.36548,            0.037133,            0.041568,            0.017353,          0.00059131,          0.00059131,          0.00059131
