               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  11,            0.066905,             0.16747,                   0,               0.959,             0.92382,             0.97369,             0.56102,             0.05621,             0.15505,                   0,           0.0074309,           0.0074309,             0.01221
                  12,            0.066012,             0.17191,                   0,             0.94836,             0.94119,             0.97305,             0.53771,            0.056023,             0.15504,                   0,            0.007624,            0.007624,            0.007624
                  13,            0.066375,             0.17029,                   0,             0.96914,             0.95699,             0.98168,             0.57764,            0.054672,             0.15043,                   0,            0.007624,            0.007624,            0.007624
                  14,            0.066915,             0.16951,                   0,             0.94852,             0.95152,             0.97369,             0.54252,            0.055239,              0.1521,                   0,            0.007426,            0.007426,            0.007426
                  15,            0.067302,             0.16435,                   0,             0.97242,             0.95983,             0.98135,             0.58246,            0.054508,             0.15012,                   0,            0.007228,            0.007228,            0.007228
                  16,            0.064569,             0.16659,                   0,             0.97374,             0.93906,             0.97967,             0.59546,            0.053963,              0.1526,                   0,             0.00703,             0.00703,             0.00703
                  17,            0.064352,             0.16903,                   0,             0.97844,             0.94295,             0.97935,             0.61126,            0.053613,             0.15025,                   0,            0.006832,            0.006832,            0.006832
                  18,            0.064782,             0.16365,                   0,             0.95846,             0.94737,              0.9733,              0.5814,            0.055669,             0.15173,                   0,            0.006634,            0.006634,            0.006634
                  19,            0.064894,             0.17032,                   0,             0.97821,             0.95291,             0.97889,              0.5991,            0.053589,             0.14883,                   0,            0.006436,            0.006436,            0.006436
                  20,            0.064683,             0.16187,                   0,             0.97985,             0.94283,             0.97807,             0.58923,            0.053966,             0.14988,                   0,            0.006238,            0.006238,            0.006238
                  21,            0.064816,             0.16349,                   0,             0.97748,             0.95291,             0.98135,             0.61644,            0.052791,             0.14635,                   0,             0.00604,             0.00604,             0.00604
                  22,            0.061983,             0.15805,                   0,             0.98706,             0.95113,             0.98162,             0.61618,            0.052739,             0.14791,                   0,            0.005842,            0.005842,            0.005842
                  23,            0.063922,             0.16178,                   0,             0.97868,             0.96122,             0.98122,             0.62251,             0.05296,              0.1476,                   0,            0.005644,            0.005644,            0.005644
                  24,            0.061882,             0.16582,                   0,             0.98721,              0.9623,             0.98263,             0.62704,            0.052697,             0.14706,                   0,            0.005446,            0.005446,            0.005446
                  25,            0.060426,             0.15514,                   0,             0.98701,             0.95706,             0.98086,             0.62969,            0.052435,             0.14786,                   0,            0.005248,            0.005248,            0.005248
                  26,            0.060661,             0.15528,                   0,             0.98432,             0.95643,             0.97896,              0.6354,            0.052124,             0.14724,                   0,             0.00505,             0.00505,             0.00505
                  27,            0.061071,             0.15817,                   0,             0.98585,              0.9649,             0.98348,             0.63716,            0.052111,             0.14728,                   0,            0.004852,            0.004852,            0.004852
                  28,            0.061946,             0.15839,                   0,             0.98395,             0.97368,              0.9857,             0.63039,            0.052304,              0.1475,                   0,            0.004654,            0.004654,            0.004654
                  29,            0.062891,             0.15711,                   0,             0.98323,             0.97463,             0.98527,             0.63305,            0.052165,             0.14759,                   0,            0.004456,            0.004456,            0.004456
                  30,            0.062969,             0.16105,                   0,              0.9818,             0.97158,             0.98421,             0.61818,            0.052553,             0.14745,                   0,            0.004258,            0.004258,            0.004258
                  31,            0.060725,             0.15787,                   0,             0.98615,             0.96537,             0.98434,             0.62222,             0.05225,             0.14874,                   0,             0.00406,             0.00406,             0.00406
                  32,            0.059932,             0.15542,                   0,             0.98547,             0.96814,             0.98484,             0.64158,            0.051744,             0.14622,                   0,            0.003862,            0.003862,            0.003862
                  33,            0.061529,             0.15535,                   0,             0.98738,             0.97784,              0.9863,             0.63855,            0.051826,             0.14656,                   0,            0.003664,            0.003664,            0.003664
                  34,            0.060452,             0.15613,                   0,             0.98735,             0.97331,             0.98382,             0.63323,            0.052126,             0.14615,                   0,            0.003466,            0.003466,            0.003466
                  35,            0.060704,             0.16354,                   0,             0.98315,              0.9695,             0.98372,             0.63808,            0.051726,             0.14661,                   0,            0.003268,            0.003268,            0.003268
                  36,            0.061673,             0.15977,                   0,             0.97999,             0.96814,             0.98265,             0.64551,            0.051548,              0.1467,                   0,             0.00307,             0.00307,             0.00307
                  37,            0.059788,             0.15825,                   0,             0.98314,             0.96897,             0.98437,             0.64613,            0.051576,             0.14642,                   0,            0.002872,            0.002872,            0.002872
                  38,            0.059613,             0.15228,                   0,             0.98033,             0.96676,             0.98387,              0.6529,            0.051302,             0.14549,                   0,            0.002674,            0.002674,            0.002674
                  39,            0.059559,              0.1546,                   0,             0.98583,             0.96374,             0.98363,             0.64878,            0.051301,             0.14608,                   0,            0.002476,            0.002476,            0.002476
                  40,            0.060337,             0.15693,                   0,             0.98348,             0.96676,             0.98334,             0.64617,            0.051308,             0.14625,                   0,            0.002278,            0.002278,            0.002278
                  41,            0.059092,             0.15209,                   0,             0.98312,             0.96824,             0.98381,             0.65157,            0.051252,             0.14585,                   0,             0.00208,             0.00208,             0.00208
                  42,            0.061455,             0.15408,                   0,             0.98279,             0.96814,             0.98398,             0.65042,            0.051375,             0.14668,                   0,            0.001882,            0.001882,            0.001882
                  43,            0.063419,              0.1583,                   0,             0.98455,             0.97105,             0.98408,             0.64899,            0.051443,             0.14652,                   0,            0.001684,            0.001684,            0.001684
                  44,            0.060719,             0.16051,                   0,             0.98341,             0.97368,             0.98414,             0.65186,            0.051255,             0.14525,                   0,            0.001486,            0.001486,            0.001486
                  45,            0.061632,             0.16123,                   0,             0.98462,             0.97554,             0.98541,             0.65461,            0.051172,             0.14554,                   0,            0.001288,            0.001288,            0.001288
                  46,            0.060847,             0.16106,                   0,             0.97993,             0.97368,             0.98455,             0.65265,            0.051151,              0.1462,                   0,             0.00109,             0.00109,             0.00109
                  47,            0.060351,               0.156,                   0,             0.98389,             0.97091,              0.9851,             0.65291,            0.051094,             0.14564,                   0,            0.000892,            0.000892,            0.000892
                  48,            0.058532,             0.15029,                   0,             0.98548,             0.97091,             0.98546,              0.6517,            0.051123,             0.14568,                   0,            0.000694,            0.000694,            0.000694
                  49,            0.061221,             0.16042,                   0,             0.98274,             0.96953,             0.98509,             0.65549,            0.051065,             0.14578,                   0,            0.000496,            0.000496,            0.000496
