               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  39,            0.058124,             0.14916,                   0,             0.98457,             0.97225,             0.98567,             0.66694,            0.050353,             0.14512,                   0,            0.002476,            0.002476,            0.002476
                  40,            0.058874,             0.15117,                   0,             0.98649,             0.97645,              0.9859,              0.6631,            0.050383,             0.14494,                   0,            0.002278,            0.002278,            0.002278
                  41,             0.05767,             0.14677,                   0,             0.98652,             0.97784,             0.98721,             0.66743,             0.05041,             0.14511,                   0,             0.00208,             0.00208,             0.00208
                  42,            0.060054,             0.14885,                   0,             0.98458,             0.97279,             0.98582,              0.6624,            0.050647,             0.14677,                   0,            0.001882,            0.001882,            0.001882
                  43,            0.061972,             0.15321,                   0,             0.98602,             0.97691,             0.98698,             0.66332,            0.050552,              0.1459,                   0,            0.001684,            0.001684,            0.001684
                  44,            0.059354,             0.15498,                   0,             0.98547,             0.98061,              0.9879,             0.66495,            0.050502,             0.14516,                   0,            0.001486,            0.001486,            0.001486
                  45,            0.060247,             0.15609,                   0,             0.98719,             0.98061,             0.98737,             0.66716,            0.050355,              0.1454,                   0,            0.001288,            0.001288,            0.001288
                  46,            0.059514,               0.156,                   0,             0.98466,             0.97785,             0.98605,             0.66757,            0.050356,             0.14565,                   0,             0.00109,             0.00109,             0.00109
                  47,            0.058992,             0.15098,                   0,             0.98603,              0.9774,             0.98672,             0.66815,            0.050348,             0.14532,                   0,            0.000892,            0.000892,            0.000892
                  48,             0.05723,             0.14559,                   0,             0.98738,             0.97555,             0.98673,             0.66804,            0.050364,             0.14525,                   0,            0.000694,            0.000694,            0.000694
                  49,             0.05991,              0.1555,                   0,             0.98739,              0.9757,             0.98776,             0.66878,            0.050312,             0.14536,                   0,            0.000496,            0.000496,            0.000496
