               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,             0.03279,            0.033363,           0.0097133,             0.64225,             0.71163,             0.62874,             0.35709,            0.038654,            0.041261,            0.018532,           0.0036568,           0.0036568,           0.0036568
                  37,            0.031854,            0.031284,           0.0092361,             0.58855,             0.71538,             0.62033,             0.33888,            0.038648,             0.04318,            0.018921,            0.003421,            0.003421,            0.003421
                  38,            0.032551,            0.035387,            0.009816,             0.65949,             0.73769,             0.65008,             0.37167,             0.03709,            0.040317,            0.017035,           0.0031852,           0.0031852,           0.0031852
                  39,            0.031954,            0.032958,           0.0096995,              0.6664,             0.75946,             0.67632,             0.39605,            0.036822,            0.039772,            0.016662,           0.0029494,           0.0029494,           0.0029494
                  40,            0.032007,            0.031354,           0.0096164,             0.65716,              0.7192,             0.65571,             0.38203,            0.037283,            0.040482,            0.017206,           0.0027136,           0.0027136,           0.0027136
                  41,            0.031793,            0.033944,            0.010146,             0.64288,             0.73741,              0.6361,             0.37332,            0.037524,            0.042268,            0.018264,           0.0024778,           0.0024778,           0.0024778
                  42,            0.031087,            0.032353,           0.0093143,             0.62543,             0.72895,             0.63263,             0.37056,            0.038038,            0.044293,             0.01918,            0.002242,            0.002242,            0.002242
                  43,            0.030475,            0.030811,           0.0091295,             0.66559,             0.69385,             0.63081,              0.3504,            0.038182,            0.043661,            0.018558,           0.0020061,           0.0020061,           0.0020061
                  44,            0.031355,             0.03507,           0.0097919,             0.66786,             0.71033,             0.64664,              0.3741,            0.037518,            0.042419,            0.017805,           0.0017703,           0.0017703,           0.0017703
                  45,            0.031544,            0.033231,           0.0096322,              0.6651,             0.72054,             0.65025,             0.39046,            0.037441,            0.042317,            0.017292,           0.0015345,           0.0015345,           0.0015345
                  46,            0.030779,            0.033719,           0.0093203,             0.65841,             0.72048,             0.64401,              0.3869,            0.037243,            0.042608,            0.017878,           0.0012987,           0.0012987,           0.0012987
                  47,             0.03092,            0.032619,           0.0096978,              0.6782,             0.72799,             0.65091,             0.38805,            0.037035,            0.042517,            0.018383,           0.0010629,           0.0010629,           0.0010629
                  48,            0.031271,            0.033855,           0.0099595,             0.66804,              0.7247,             0.64953,             0.39015,            0.036919,            0.042201,            0.018359,          0.00082711,          0.00082711,          0.00082711
                  49,            0.029956,            0.031698,           0.0089907,             0.66389,              0.7185,             0.65078,             0.39159,            0.036858,            0.042083,            0.018318,          0.00059131,          0.00059131,          0.00059131
